utt_id,wav,speaker,text
C_001_0010_kettle_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_kettle_NULL_AO.wav,C_001,Öntsél vizet a kancsóba
C_001_0010_washingmachine_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_washingmachine_NULL_AO.wav,C_001,Hatvan fokra állítsd a állítsd a mosógépet
C_001_0010_fan_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_fan_NULL_OA.wav,C_001,Ventilátorokat kapcsold be
C_001_0010_stove_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_stove_NULL_AO.wav,C_001,Kapcsold be a villanytűzhelyet
C_001_0010_radio_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_radio_NULL_AO.wav,C_001,Kapcsold be a magyar egyet
C_001_0001_radio_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0001_radio_NULL_AO.wav,C_001,Kikapcsoltad a magyar egyet
C_001_0010_TV_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_TV_NULL_AO.wav,C_001,Bekapcsoltad a tévét
C_001_0001_computer_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0001_computer_NULL_AO.wav,C_001,Kapcsold ki a monitort
C_001_0001_heating_room_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0001_heating_room_AOL.wav,C_001,Kikapcsoltad a radiátort a szobába
C_001_0010_toaster_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0010_toaster_NULL_AO.wav,C_001,Kapcsold be a pirítót
C_001_0100_TV_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0100_TV_NULL_AO.wav,C_001,Halkítsd le a tévét
C_001_0001_curtain_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_0001_curtain_NULL_AO.wav,C_001,Széthúztad a függönyt
C_001_1111_radio_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_1111_radio_NULL_AO.wav,C_001,Váltsál csatornát a rádión
C_001_1111_NULL_NULL_A,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_001_1111_NULL_NULL_A.wav,C_001,Váltsál csatornát
C_002_0010_door_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_door_smallroom_LAO.wav,C_002,Kisszobában csukjuk be az ajtót
C_002_0100_electricity_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_kitchen_LAO.wav,C_002,Konyhába kapcsoljuk le a villanyt
C_002_0100_TV_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_TV_smallroom_LAO.wav,C_002,Kisszobába vegyük le a tévéhangot
C_002_0010_vacuum_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_vacuum_smallroom_LAO.wav,C_002,Kisszobába kapcsoljuk be a porszívót
C_002_0010_door_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_door_NULL_XAO.wav,C_002,Itt vannak az unokák zárjuk be az ajtót
C_002_0001_door_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_door_bathroom_LAO.wav,C_002,Fürdőszobába nyissuk ki az ajtót
C_002_1111_radio_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1111_radio_NULL_OA.wav,C_002,Rádión keressünk újabb csatornát
C_002_0001_curtain_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_curtain_kitchen_LAO.wav,C_002,Konyhába húzzuk el a függönyöket
C_002_0001_window_livingroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_window_livingroom_AOL.wav,C_002,Nyissuk ki az ablakot a nagyszobában
C_002_0100_shutter_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_shutter_NULL_OA.wav,C_002,A rolót en engedjük lejjebb
C_002_0010_toaster_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_toaster_NULL_AO.wav,C_002,Kapcsoljuk be a kenyérpirítót
C_002_0001_window_kitchen_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_window_kitchen_AOL.wav,C_002,Nyissuk ki az ablakot a konyhába
C_002_0010_fan_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_fan_NULL_XAO.wav,C_002,Túl meleg van kapcsoljuk be a ventilátorokat
C_002_0010_radio_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_radio_kitchen_LAO.wav,C_002,Konyhába kapcsoljuk be a rádiót
C_002_0010_radio_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_radio_NULL_AO.wav,C_002,Kapcsoljuk be a zsebrádiót
C_002_0010_heating_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_heating_bathroom_LAO.wav,C_002,Fürdőszobába kapcsoljuk be a fűtést
C_002_0001_computer_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_computer_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk ki a számítógépet
C_002_0010_vacuum_room_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_vacuum_room_LAO.wav,C_002,Szobába kapcsoljuk be a porszívót
C_002_0100_heating_room_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_heating_room_LAO.wav,C_002,Szobába vegyük le a fűtést
C_002_1000_electricity_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_electricity_smallroom_LAO.wav,C_002,Kisszobába kapcsoljuk fel a villanyt
C_002_1000_heating_room_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_heating_room_LAO.wav,C_002,Szobába kapcsoljuk fel a fűtést
C_002_0010_fan_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_fan_kitchen_LAO.wav,C_002,Konyhába is kapcsoljuk be a villanyt vagy a ventilátort
C_002_0001_fan_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_fan_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk ki a ventilátorokat
C_002_0010_fan_livingroom_AXOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_fan_livingroom_AXOL.wav,C_002,Kapcsoljuk be mindkét ventilátort a nagyszobába
C_002_0010_radio_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_radio_livingroom_LAO.wav,C_002,Nagyszobában kapcsoljuk be a rádiót
C_002_0100_electricity_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_corridor_LAO.wav,C_002,Folyosón kapcsoljuk ki a villanyt
C_002_0001_radio_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_radio_NULL_AO.wav,C_002,Kapcsoljuk ki a zsebrádiót
C_002_0010_dishwasher_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_dishwasher_NULL_OA.wav,C_002,A mosogatógép megtelt ezért kapcsoljuk be
C_002_0100_electricity_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_bathroom_LAO.wav,C_002,Fürdőszobába kapcsoljuk le a villanyt
C_002_0001_heating_livingroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_heating_livingroom_AOL.wav,C_002,Kapcsoljuk ki a fűtést a nagyszobába
C_002_0100_electricity_smallroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_smallroom_AOL.wav,C_002,Kapcsoljuk le a villanyt a kisszobába
C_002_0001_vacuum_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_vacuum_kitchen_LAO.wav,C_002,Konyhába kapcsoljuk ki a porszívót
C_002_0001_vacuum_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_vacuum_corridor_LAO.wav,C_002,Folyosón kapcsoljuk ki a porszívót
C_002_0010_window_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_window_NULL_OA.wav,C_002,A tetőtérablakot csukjuk be
C_002_0100_heating_kitchen_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_heating_kitchen_AOL.wav,C_002,Vegyük lejjebb a fűtést a konyhába
C_002_0010_computer_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_computer_smallroom_LAO.wav,C_002,A kisszobába kapcsoljuk be a számítógépet
C_002_0001_door_livingroom_LXAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_door_livingroom_LXAO.wav,C_002,Nagyszobába meleg van nyissuk ki az ajtót
C_002_1000_TV_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_TV_NULL_OA.wav,C_002,Televíziónak adjunk egy kis hangot
C_002_0010_door_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_door_bathroom_LAO.wav,C_002,Fürdőszobába csukjuk be az ajtót
C_002_0001_curtain_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_curtain_smallroom_LAO.wav,C_002,Kisszobába húzzuk szét a függönyöket
C_002_0010_phone_NULL_AXO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_phone_NULL_AXO.wav,C_002,Hívd fel légy szíves a lányom
C_002_0001_vacuum_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_vacuum_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk ki a porszívót
C_002_0100_heating_smallroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_heating_smallroom_AOL.wav,C_002,Vegyük kisebbre a fűtést a kisszobába
C_002_1000_shutter_NULL_OXA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_shutter_NULL_OXA.wav,C_002,A rolót de ne teljesen húzzuk föl
C_002_1000_electricity_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_electricity_corridor_LAO.wav,C_002,Folyosón kapcsoljuk fel a villanyt
C_002_1111_TV_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1111_TV_NULL_XAO.wav,C_002,Következnek a hírek ezért át kell váltani a csatornát
C_002_0010_door_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_door_kitchen_LAO.wav,C_002,Konyhába csukjuk be az ajtót
C_002_0010_heating_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_heating_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk be a termosztátot
C_002_0010_curtain_kitchen_XLAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_curtain_kitchen_XLAO.wav,C_002,Túl meleg van a konyhában húzzuk be a függönyt
C_002_0001_vacuum_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_vacuum_bathroom_LAO.wav,C_002,Fürdőszobába kapcsoljuk ki a porszívót
C_002_0010_computer_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_computer_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk be a számítógépet
C_002_0100_heating_bathroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_heating_bathroom_AOL.wav,C_002,Vegyük vissza a fűtést a fürdőszobába
C_002_1111_radio_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1111_radio_NULL_AO.wav,C_002,Keressünk másik csatornát
C_002_0001_washingmachine_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_washingmachine_NULL_XAO.wav,C_002,Kapcsoljuk ki a mosógépet és állítsuk harminc fokra
C_002_0001_fan_room_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_fan_room_LAO.wav,C_002,Szobába kapcsoljuk ki a ventilátorokat
C_002_0010_window_kitchen_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_window_kitchen_AOL.wav,C_002,Zárjuk be az ablakot a konyhában
C_002_0010_washingmachine_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_washingmachine_NULL_XAO.wav,C_002,Mosógép leállt állítsuk hatvan fokra
C_002_0100_electricity_room_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_room_AOL.wav,C_002,Kapcsoljuk le a villanyt a szobában
C_002_0010_stove_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_stove_NULL_XAO.wav,C_002,Főcsapot nyissuk meg és kapcsoljuk be a szá a gáztűzhelyet
C_002_1000_electricity_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_electricity_bathroom_LAO.wav,C_002,Fürdőszobába kapcsoljuk fel a villanyt
C_002_1000_heating_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_heating_smallroom_LAO.wav,C_002,Kisszobába kapcsoljuk fel a termosztátot
C_002_0001_curtain_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_curtain_NULL_XAO.wav,C_002,Besötétedett ezért széthúzhatjuk a függönyt
C_002_0001_stove_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_stove_NULL_XAO.wav,C_002,Főcsapot zárjuk el és kapcsoljuk ki a gáztűzhelyet
C_002_0001_fan_NULL_OAX,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_fan_NULL_OAX.wav,C_002,Mind a két ventilátort kapcsoljuk ki túl hideg van
C_002_0001_door_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_door_NULL_XAO.wav,C_002,Nagyon meleg van nyissuk ki az ajtót
C_002_0100_heating_kitchen_LXAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_heating_kitchen_LXAO.wav,C_002,A konyhában hideg van vagy meleg van vissza kell venni a fűtést
C_002_0010_window_bathroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_window_bathroom_AOL.wav,C_002,Zárjuk be az ablakot a fürdőszobában
C_002_0100_electricity_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk le a villanyt
C_002_0010_vacuum_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_vacuum_kitchen_LAO.wav,C_002,Konyhába kapcsoljuk be a porszívót
C_002_0010_curtain_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_curtain_NULL_XAO.wav,C_002,Túl világos van süt a nap ezért húzzuk be a függönyt
C_002_0010_computer_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_computer_NULL_AO.wav,C_002,Kapcsoljuk be a számítógépet
C_002_0001_window_room_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_window_room_AOL.wav,C_002,Nyissuk ki az ablakot a szobában
C_002_0010_vacuum_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_vacuum_NULL_XAO.wav,C_002,Ki kell használni az időt ezért most kell bekapcsolni a porszívót
C_002_1000_electricity_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_electricity_livingroom_LAO.wav,C_002,Nagyszobába kapcsoljuk fel a villanyt
C_002_0010_vacuum_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_vacuum_corridor_LAO.wav,C_002,Folyosón kapcsoljuk be a porszívót
C_002_0010_curtain_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_curtain_smallroom_LAO.wav,C_002,Kisszobába húzzuk be a függönyt
C_002_1000_TV_smallroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_TV_smallroom_AOL.wav,C_002,Fel kell hangosítani a tévét a kisszobába
C_002_0100_TV_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_TV_livingroom_LAO.wav,C_002,Nagyszobába vegyük lé a  le a tévét tévéhangot
C_002_0010_curtain_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_curtain_bathroom_LAO.wav,C_002,Fürdőszobába húzzuk le a függönyt
C_002_0001_toaster_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_toaster_NULL_XAO.wav,C_002,Kenyér kész kapcsoljuk be a kenyérpirítót
C_002_0001_vacuum_NULL_AOX,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_vacuum_NULL_AOX.wav,C_002,Kapcsoljuk ki mert a porszívó elég zajos
C_002_0010_curtain_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0010_curtain_livingroom_LAO.wav,C_002,Nagyszobába húzzuk be a függönyöket
C_002_0001_computer_NULL_XAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_computer_NULL_XAO.wav,C_002,Elkészült ami kellett kapcsoljuk ki a számítógépet
C_002_1000_electricity_room_XLAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_1000_electricity_room_XLAO.wav,C_002,Kint a szobába kapcsoljuk fel a villanyt
C_002_0100_electricity_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0100_electricity_smallroom_LAO.wav,C_002,Kisszobába kapcsoljuk le a villanyt
C_002_0001_fan_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_002_0001_fan_smallroom_LAO.wav,C_002,Kisszobába kapcsoljuk ki a ventilátortokat
C_003_0010_computer_room_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_computer_room_AOL.wav,C_003,Kapcsold be a számítógépet a szobába
C_003_1000_electricity_room_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_electricity_room_LAO.wav,C_003,Szobába kapcsold föl a villanyfölkapcsolót
C_003_1000_shutter_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_shutter_corridor_LAO.wav,C_003,Folyosón húzd fel a rolót
C_003_0010_door_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_door_corridor_LAO.wav,C_003,Folyosón zárd be az ajtót
C_003_0010_window_kitchen_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_window_kitchen_AOL.wav,C_003,Zárd be az ablakot konyhán
C_003_0001_computer_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_computer_livingroom_LAO.wav,C_003,Nagyszobába kapcsold ki a számítógépet
C_003_0001_heating_smallroom_AXOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_heating_smallroom_AXOL.wav,C_003,Kapcsold ki légy szíves a termosztátot a kisszobában
C_003_0100_electricity_corridor_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0100_electricity_corridor_LAO.wav,C_003,Folyosón kapcsold le a villanyfölkapcsolót
C_003_0010_kettle_NULL_OA,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_kettle_NULL_OA.wav,C_003,A vízforralót kapcsold be
C_003_0001_stove_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_stove_NULL_AO.wav,C_003,Kapcsold ki a tűzhelyet
C_003_0010_fan_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_fan_livingroom_LAO.wav,C_003,Nagyszobába kapcsold be a ventilátort
C_003_1000_TV_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_TV_NULL_AO.wav,C_003,Hangosítsd föl a televíziót
C_003_0010_door_bathroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_door_bathroom_AOL.wav,C_003,Zárd be az ajtót a fürdőszobába
C_003_1000_electricity_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_electricity_kitchen_LAO.wav,C_003,A konyhába kapcsold föl a villanyfölkapcsolót
C_003_0001_vacuum_bathroom_LAXO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_vacuum_bathroom_LAXO.wav,C_003,Fürdőszobába kapcsold ki légy szíves a porszívót
C_003_0100_heating_bathroom_LAOX,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0100_heating_bathroom_LAOX.wav,C_003,Fürdőszobába tedd lejjebb a fűtést légy szíves
C_003_0010_fan_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_fan_kitchen_LAO.wav,C_003,Konyhába kapcsold be a ventilátort
C_003_0001_fan_room_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_fan_room_AOL.wav,C_003,Kapcsold ki a ventilátort a szobába
C_003_0010_door_livingroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_door_livingroom_AOL.wav,C_003,Zárd be az ajtót a nagyszobába
C_003_1000_shutter_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_shutter_kitchen_LAO.wav,C_003,Konyhába húzd fel a rolót
C_003_1000_electricity_bathroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_electricity_bathroom_AOL.wav,C_003,Kapcsold föl a villanyfölkapcsolót a fürdőszobába
C_003_0100_electricity_livingroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0100_electricity_livingroom_AOL.wav,C_003,Kapcsold le a villanyfölkapcsolót a nagyszobába
C_003_0010_toaster_NULL_AO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_toaster_NULL_AO.wav,C_003,Kapcsold be a kenyérpirítót
C_003_1111_radio_kitchen_OAL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1111_radio_kitchen_OAL.wav,C_003,A rádión váltsál csatornát a konyhán
C_003_0100_shutter_bathroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0100_shutter_bathroom_AOL.wav,C_003,Húzd le a redőnyt a fürdőszobába
C_003_0001_window_kitchen_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_window_kitchen_LAO.wav,C_003,A konyhán nyisd ki az ablakot
C_003_0001_door_bathroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_door_bathroom_LAO.wav,C_003,Fürdőszobába nyisd ki az ajtót
C_003_1000_heating_room_LAOX,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_heating_room_LAOX.wav,C_003,Szobába tedd följebb a fűtést légy szíves
C_003_0001_radio_livingroom_OAL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_radio_livingroom_OAL.wav,C_003,A rádiót kapcsold ki a nagyszobába
C_003_1111_radio_smallroom_OAL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1111_radio_smallroom_OAL.wav,C_003,A rádión váltsál csatornát a kisszobába
C_003_1111_radio_room_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1111_radio_room_LAO.wav,C_003,Szobába váltsál csatornát a rádión
C_003_1111_radio_smallroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1111_radio_smallroom_LAO.wav,C_003,Kisszobába váltsál csatornát a rádión
C_003_0100_shutter_livingroom_AOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0100_shutter_livingroom_AOL.wav,C_003,Húzd le a redőnyt a nagyszobába
C_003_1000_heating_livingroom_LAOX,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_1000_heating_livingroom_LAOX.wav,C_003,Nagyszobába tedd följebb a fűtést légy szíves
C_003_0010_radio_livingroom_LAO,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0010_radio_livingroom_LAO.wav,C_003,Nagyszobába kapcsold be a rádiót
C_003_0001_heating_kitchen_AXOL,/home/arcdeus/Documents/NewThesis/wavs_16khz/C_003_0001_heating_kitchen_AXOL.wav,C_003,Kapcsold ki légy szíves a termosztátot a konyhába
